紀錄時間,分類,商品名稱,價格,商品網址
2026-03-03,家電數位,Xiaomi 小米 Type-C耳機  白色  M2413E1,58,https://www.tw.coupang.com/products/Xiaomi-%E5%B0%8F%E7%B1%B3-Type-C%E8%80%B3%E6%A9%9F-576307645562882
2026-03-03,家電數位,拍平方 紫光電擊式滅蚊燈 插電式 BH126-2,66,https://www.tw.coupang.com/products/%E6%8B%8D%E5%B9%B3%E6%96%B9-%E7%B4%AB%E5%85%89%E9%9B%BB%E6%93%8A%E5%BC%8F%E6%BB%85%E8%9A%8A%E7%87%88-%E6%8F%92%E9%9B%BB%E5%BC%8F-BH126-2-537460794638336
2026-03-03,家電數位,Kolin 歌林 不鏽鋼快煮壺 2L  KPK-LN206,260,https://www.tw.coupang.com/products/Kolin-%E6%AD%8C%E6%9E%97-%E4%B8%8D%E9%8F%BD%E9%8B%BC%E5%BF%AB%E7%85%AE%E5%A3%BA-2L-464313798066177
2026-03-03,家電數位,Xiaomi 小米 手持掛燙機 172.5 x 92 x 237mm  MJGTJ02LF  白色  1台,459,https://www.tw.coupang.com/products/Xiaomi-%E5%B0%8F%E7%B1%B3-%E6%89%8B%E6%8C%81%E6%8E%9B%E7%87%99%E6%A9%9F-172.5-x-92-x-237mm-489567022989314
2026-03-03,家電數位,FUJIFILM 富士 instax MINI拍立得空白底片 20張  1盒  Instax Mini,436,https://www.tw.coupang.com/products/FUJIFILM-%E5%AF%8C%E5%A3%AB-instax-MINI%E6%8B%8D%E7%AB%8B%E5%BE%97%E7%A9%BA%E7%99%BD%E5%BA%95%E7%89%87-20%E5%BC%B5-597940120829952
2026-03-03,家電數位,蘋果充電線 iphone充電線 PD快充線 30W快充充電線 傳輸線 適用於 11 12 13 14 15 16 17pro max 閃充線  White  1個  1米-USB to 蘋果,100,https://www.tw.coupang.com/products/%E8%98%8B%E6%9E%9C%E5%85%85%E9%9B%BB%E7%B7%9A-iphone%E5%85%85%E9%9B%BB%E7%B7%9A-PD%E5%BF%AB%E5%85%85%E7%B7%9A-30W%E5%BF%AB%E5%85%85%E5%85%85%E9%9B%BB%E7%B7%9A-%E5%82%B3%E8%BC%B8%E7%B7%9A-%E9%81%A9%E7%94%A8%E6%96%BC-11-12-13-14-15-16-17pro-max-%E9%96%83%E5%85%85%E7%B7%9A-634019511058644
2026-03-03,家電數位,定時速乾烘鞋器 110V  SD1  白色,79,https://www.tw.coupang.com/products/%E5%AE%9A%E6%99%82%E9%80%9F%E4%B9%BE%E7%83%98%E9%9E%8B%E5%99%A8-110V-563196360310784
2026-03-03,家電數位,達新牌 超速乾銀離子抗菌吹風機 1400W大風量 六段選擇  TS-2900  黑色,220,https://www.tw.coupang.com/products/%E9%81%94%E6%96%B0%E7%89%8C-%E8%B6%85%E9%80%9F%E4%B9%BE%E9%8A%80%E9%9B%A2%E5%AD%90%E6%8A%97%E8%8F%8C%E5%90%B9%E9%A2%A8%E6%A9%9F-1400W%E5%A4%A7%E9%A2%A8%E9%87%8F-%E5%85%AD%E6%AE%B5%E9%81%B8%E6%93%87-466822415466499
2026-03-03,家電數位,Kinyo 多功能陶瓷美食鍋  FP-0769,299,https://www.tw.coupang.com/products/Kinyo-%E5%A4%9A%E5%8A%9F%E8%83%BD%E9%99%B6%E7%93%B7%E7%BE%8E%E9%A3%9F%E9%8D%8B-466744552390657
2026-03-03,家電數位,mijia 米家 電動沖牙器2  MEO705  白色,495,https://www.tw.coupang.com/products/mijia-%E7%B1%B3%E5%AE%B6-%E9%9B%BB%E5%8B%95%E6%B2%96%E7%89%99%E5%99%A82-577979692269568
2026-03-03,家電數位,POLYWELL 寶利威爾 USB Type-C 240W 5A 快充編織線 長尾版  1m  黑色 + 灰色  1條,54,https://www.tw.coupang.com/products/POLYWELL-%E5%AF%B6%E5%88%A9%E5%A8%81%E7%88%BE-USB-Type-C-240W-5A-%E5%BF%AB%E5%85%85%E7%B7%A8%E7%B9%94%E7%B7%9A-%E9%95%B7%E5%B0%BE%E7%89%88-491826528026632
2026-03-03,家電數位,雙頭LED夾式檯燈 白色 360°全方位調節 三檔色溫 USB供電,81,https://www.tw.coupang.com/products/%E9%9B%99%E9%A0%ADLED%E5%A4%BE%E5%BC%8F%E6%AA%AF%E7%87%88-%E7%99%BD%E8%89%B2-360%C2%B0%E5%85%A8%E6%96%B9%E4%BD%8D%E8%AA%BF%E7%AF%80-%E4%B8%89%E6%AA%94%E8%89%B2%E6%BA%AB-USB%E4%BE%9B%E9%9B%BB-474362817789961
2026-03-03,家電數位,家用電動理髮器 基本款 Type-C 充電  D26,59,https://www.tw.coupang.com/products/%E5%AE%B6%E7%94%A8%E9%9B%BB%E5%8B%95%E7%90%86%E9%AB%AE%E5%99%A8-%E5%9F%BA%E6%9C%AC%E6%AC%BE-Type-C-%E5%85%85%E9%9B%BB-493674819452932
2026-03-03,家電數位,Kolin 歌林 大字幕正倒數計時器 3吋  KU905  1個,42,https://www.tw.coupang.com/products/Kolin-%E6%AD%8C%E6%9E%97-%E5%A4%A7%E5%AD%97%E5%B9%95%E6%AD%A3%E5%80%92%E6%95%B8%E8%A8%88%E6%99%82%E5%99%A8-3%E5%90%8B-498329179832328
2026-03-03,家電數位,運動耳機 無線耳機 掛耳式藍芽耳機 耳機 無線耳骨耳機 骨傳導耳機 不入耳 防水無線掛耳運動跑步超長續航高端 降噪耳機  黑色【藍牙5.3HIFI無損音質】,165,https://www.tw.coupang.com/products/%E9%81%8B%E5%8B%95%E8%80%B3%E6%A9%9F-%E7%84%A1%E7%B7%9A%E8%80%B3%E6%A9%9F-%E6%8E%9B%E8%80%B3%E5%BC%8F%E8%97%8D%E8%8A%BD%E8%80%B3%E6%A9%9F-%E8%80%B3%E6%A9%9F-%E7%84%A1%E7%B7%9A%E8%80%B3%E9%AA%A8%E8%80%B3%E6%A9%9F-%E9%AA%A8%E5%82%B3%E5%B0%8E%E8%80%B3%E6%A9%9F-%E4%B8%8D%E5%85%A5%E8%80%B3-%E9%98%B2%E6%B0%B4%E7%84%A1%E7%B7%9A%E6%8E%9B%E8%80%B3%E9%81%8B%E5%8B%95%E8%B7%91%E6%AD%A5%E8%B6%85%E9%95%B7%E7%BA%8C%E8%88%AA%E9%AB%98%E7%AB%AF-%E9%99%8D%E5%99%AA%E8%80%B3%E6%A9%9F-624090192674913
2026-03-03,家電數位,Home Planet Type-C 編織快充線 高效快充 耐用不易斷  1.5m  銀色  2條,42,https://www.tw.coupang.com/products/Home-Planet-Type-C-%E7%B7%A8%E7%B9%94%E5%BF%AB%E5%85%85%E7%B7%9A-%E9%AB%98%E6%95%88%E5%BF%AB%E5%85%85-%E8%80%90%E7%94%A8%E4%B8%8D%E6%98%93%E6%96%B7-158767094153223
2026-03-03,家電數位,LION 獅王 Systema 極薄多功音波電動牙刷 細潔專用刷頭 2個  1組  4 903301 332466,39,https://www.tw.coupang.com/products/LION-%E7%8D%85%E7%8E%8B-Systema-%E6%A5%B5%E8%96%84%E5%A4%9A%E5%8A%9F%E9%9F%B3%E6%B3%A2%E9%9B%BB%E5%8B%95%E7%89%99%E5%88%B7-%E7%B4%B0%E6%BD%94%E5%B0%88%E7%94%A8%E5%88%B7%E9%A0%AD-2%E5%80%8B-468646140772367
2026-03-03,家電數位,USB 百段低躁強力小颶風風扇  FN06  白色,79,https://www.tw.coupang.com/products/USB-%E7%99%BE%E6%AE%B5%E4%BD%8E%E8%BA%81%E5%BC%B7%E5%8A%9B%E5%B0%8F%E9%A2%B6%E9%A2%A8%E9%A2%A8%E6%89%87-562129883070465
2026-03-03,家電數位,TESCOm 大風量負離子吹風機 1500W  TID450TW  玫瑰桃,329,https://www.tw.coupang.com/products/TESCOm-%E5%A4%A7%E9%A2%A8%E9%87%8F%E8%B2%A0%E9%9B%A2%E5%AD%90%E5%90%B9%E9%A2%A8%E6%A9%9F-1500W-450916331257860
2026-03-03,家電數位,JINKON 晶工 木紋電烤箱 340 x 266 x 197mm 1970g 9L 原廠保固  JK-709,418,https://www.tw.coupang.com/products/JINKON-%E6%99%B6%E5%B7%A5-%E6%9C%A8%E7%B4%8B%E9%9B%BB%E7%83%A4%E7%AE%B1-340-x-266-x-197mm-1970g-9L-%E5%8E%9F%E5%BB%A0%E4%BF%9D%E5%9B%BA-463124826144768
2026-03-03,家電數位,充電線 2條  1m  白色  1組,44,https://www.tw.coupang.com/products/%E5%85%85%E9%9B%BB%E7%B7%9A-2%E6%A2%9D-497192863170576
2026-03-03,家電數位,吸盤車用手機架 Y135 141g 2個  黑色 + 灰色  1組,47,https://www.tw.coupang.com/products/%E5%90%B8%E7%9B%A4%E8%BB%8A%E7%94%A8%E6%89%8B%E6%A9%9F%E6%9E%B6-Y135-141g-2%E5%80%8B-484152075862016
2026-03-03,家電數位,百威14吋立扇 FR-14119 110V/60Hz 75W 台灣製造,320,https://www.tw.coupang.com/products/%E7%99%BE%E5%A8%8114%E5%90%8B%E7%AB%8B%E6%89%87-FR-14119-110V%2F60Hz-75W-%E5%8F%B0%E7%81%A3%E8%A3%BD%E9%80%A0-491406447591427
2026-03-03,家電數位,手錶支架  黑色  1個,40,https://www.tw.coupang.com/products/%E6%89%8B%E9%8C%B6%E6%94%AF%E6%9E%B6-479177337700360
2026-03-03,家電數位,PHILIPS 飛利浦 電競系列 電動刮鬍刀  S1115  黑色,34,https://www.tw.coupang.com/products/PHILIPS-%E9%A3%9B%E5%88%A9%E6%B5%A6-%E9%9B%BB%E7%AB%B6%E7%B3%BB%E5%88%97-%E9%9B%BB%E5%8B%95%E5%88%AE%E9%AC%8D%E5%88%80-558059252334592
2026-03-03,家電數位,POLYWELL 寶利威爾 全罩式無線藍芽頭戴耳機 PW15-T65-0649  卡其色  TM-086,123,https://www.tw.coupang.com/products/POLYWELL-%E5%AF%B6%E5%88%A9%E5%A8%81%E7%88%BE-%E5%85%A8%E7%BD%A9%E5%BC%8F%E7%84%A1%E7%B7%9A%E8%97%8D%E8%8A%BD%E9%A0%AD%E6%88%B4%E8%80%B3%E6%A9%9F-PW15-T65-0649-467831984455682
2026-03-03,家電數位,Kodak 柯達 Funsaver 一次性即可拍 底片相機 內建閃光燈 ISO 800高感光  1台,399,https://www.tw.coupang.com/products/Kodak-%E6%9F%AF%E9%81%94-Funsaver-%E4%B8%80%E6%AC%A1%E6%80%A7%E5%8D%B3%E5%8F%AF%E6%8B%8D-%E5%BA%95%E7%89%87%E7%9B%B8%E6%A9%9F-%E5%85%A7%E5%BB%BA%E9%96%83%E5%85%89%E7%87%88-ISO-800%E9%AB%98%E6%84%9F%E5%85%89-483458308538370
2026-03-03,家電數位,ITS LIFE Lightning 8 Pin 快速充電線 Lightning to USB-A 支援iPod iPad iPhone  2m  白色  1條,33,https://www.tw.coupang.com/products/ITS-LIFE-Lightning-8-Pin-%E5%BF%AB%E9%80%9F%E5%85%85%E9%9B%BB%E7%B7%9A-Lightning-to-USB-A-%E6%94%AF%E6%8F%B4iPod-iPad-iPhone-234488323850245
2026-03-03,家電數位,3軸吸盤式磁吸手機支架 D1X  黑色  1個,101,https://www.tw.coupang.com/products/3%E8%BB%B8%E5%90%B8%E7%9B%A4%E5%BC%8F%E7%A3%81%E5%90%B8%E6%89%8B%E6%A9%9F%E6%94%AF%E6%9E%B6-D1X-570040168464384
2026-03-03,家電數位,Apple 台灣公司貨 Lightning EarPods  A1748  白色,339,https://www.tw.coupang.com/products/Apple-%E5%8F%B0%E7%81%A3%E5%85%AC%E5%8F%B8%E8%B2%A8-Lightning-EarPods-613530138853467
2026-03-03,家電數位,大家源 立扇 14吋 5.1kg  TCY-851405,466,https://www.tw.coupang.com/products/%E5%A4%A7%E5%AE%B6%E6%BA%90-%E7%AB%8B%E6%89%87-14%E5%90%8B-5.1kg-590466793848832
2026-03-03,家電數位,tp-link Wi-Fi 6 AX300 迷你型 USB無線網卡  Archer TX1U Nano  黑色  1個,71,https://www.tw.coupang.com/products/tp-link-Wi-Fi-6-AX300-%E8%BF%B7%E4%BD%A0%E5%9E%8B-USB%E7%84%A1%E7%B7%9A%E7%B6%B2%E5%8D%A1-562767320743936
2026-03-03,家電數位,UTA智能眼部按摩儀 氣壓熱敷 5種護眼模式 180度折疊易收納  KM-3  White,449,https://www.tw.coupang.com/products/UTA%E6%99%BA%E8%83%BD%E7%9C%BC%E9%83%A8%E6%8C%89%E6%91%A9%E5%84%80-%E6%B0%A3%E5%A3%93%E7%86%B1%E6%95%B7-5%E7%A8%AE%E8%AD%B7%E7%9C%BC%E6%A8%A1%E5%BC%8F-180%E5%BA%A6%E6%8A%98%E7%96%8A%E6%98%93%E6%94%B6%E7%B4%8D-473314279538704
2026-03-03,家電數位,Kinyo 三合一急速快充線 46g  1.2m  藍紫色  1條,53,https://www.tw.coupang.com/products/Kinyo-%E4%B8%89%E5%90%88%E4%B8%80%E6%80%A5%E9%80%9F%E5%BF%AB%E5%85%85%E7%B7%9A-46g-463113891594240
2026-03-03,家電數位,Kolin 歌林 充電圓頭刮鬍刀 42 x 42 x 55mm 55g  KSH-DLRZ1300  黑色,54,https://www.tw.coupang.com/products/Kolin-%E6%AD%8C%E6%9E%97-%E5%85%85%E9%9B%BB%E5%9C%93%E9%A0%AD%E5%88%AE%E9%AC%8D%E5%88%80-42-x-42-x-55mm-55g-488933733351425
2026-03-03,家電數位,Mcdodo 麥多多 雙Type-C/PD充電線快充線閃充線傳輸線 彎頭 LED 60W 紐扣系列  1.5m  黑色  1條,54,https://www.tw.coupang.com/products/Mcdodo-%E9%BA%A5%E5%A4%9A%E5%A4%9A-%E9%9B%99Type-C%2FPD%E5%85%85%E9%9B%BB%E7%B7%9A%E5%BF%AB%E5%85%85%E7%B7%9A%E9%96%83%E5%85%85%E7%B7%9A%E5%82%B3%E8%BC%B8%E7%B7%9A-%E5%BD%8E%E9%A0%AD-LED-60W-%E7%B4%90%E6%89%A3%E7%B3%BB%E5%88%97-488863952764934
2026-03-03,家電數位,Panasonic 折疊式輕巧型吹風機 1200W 211 x 143 x 57mm  EH-ND24  黑色,139,https://www.tw.coupang.com/products/Panasonic-%E6%8A%98%E7%96%8A%E5%BC%8F%E8%BC%95%E5%B7%A7%E5%9E%8B%E5%90%B9%E9%A2%A8%E6%A9%9F-1200W-211-x-143-x-57mm-487103422955532
2026-03-03,家電數位,Home Planet 90度直角 A轉C 快速充電線 (相容三星Galaxy、Apple iPhone)  1m  1條  黑色,38,https://www.tw.coupang.com/products/Home-Planet-90%E5%BA%A6%E7%9B%B4%E8%A7%92-A%E8%BD%89C-%E5%BF%AB%E9%80%9F%E5%85%85%E9%9B%BB%E7%B7%9A-%28%E7%9B%B8%E5%AE%B9%E4%B8%89%E6%98%9FGalaxy%E3%80%81Apple-iPhone%29-557806981726213
2026-03-03,家電數位,Baseus 倍思 鎢金系列 磁吸快充數據線 Type-C to Type-C 100W閃充  1m  黑色  1條,102,https://www.tw.coupang.com/products/Baseus-%E5%80%8D%E6%80%9D-%E9%8E%A2%E9%87%91%E7%B3%BB%E5%88%97-%E7%A3%81%E5%90%B8%E5%BF%AB%E5%85%85%E6%95%B8%E6%93%9A%E7%B7%9A-Type-C-to-Type-C-100W%E9%96%83%E5%85%85-492156728868866
2026-03-03,家電數位,Baseus 倍思 優勝系列 Micro快充數據線 2A  2m  白色  1個,69,https://www.tw.coupang.com/products/Baseus-%E5%80%8D%E6%80%9D-%E5%84%AA%E5%8B%9D%E7%B3%BB%E5%88%97-Micro%E5%BF%AB%E5%85%85%E6%95%B8%E6%93%9A%E7%B7%9A-2A-486347366170633
2026-03-03,家電數位,SAMPO 聲寶 機械式微波爐 20L  RE-N120TR,42,https://www.tw.coupang.com/products/SAMPO-%E8%81%B2%E5%AF%B6-%E6%A9%9F%E6%A2%B0%E5%BC%8F%E5%BE%AE%E6%B3%A2%E7%88%90-20L-455213483753480
2026-03-03,家電數位,Panasonic 刮鬍刀 電池式  ES 534  Black,102,https://www.tw.coupang.com/products/Panasonic-%E5%88%AE%E9%AC%8D%E5%88%80-%E9%9B%BB%E6%B1%A0%E5%BC%8F-268232019640329
2026-03-03,家電數位,小米手環8/9錶帶 單色替換腕帶 防水耐磨 親膚舒適 多色可選  1個  小米手環 8/9/10 通用錶帶 黑色  黑色,55,https://www.tw.coupang.com/products/%E5%B0%8F%E7%B1%B3%E6%89%8B%E7%92%B08%2F9%E9%8C%B6%E5%B8%B6-%E5%96%AE%E8%89%B2%E6%9B%BF%E6%8F%9B%E8%85%95%E5%B8%B6-%E9%98%B2%E6%B0%B4%E8%80%90%E7%A3%A8-%E8%A6%AA%E8%86%9A%E8%88%92%E9%81%A9-%E5%A4%9A%E8%89%B2%E5%8F%AF%E9%81%B8-609254444384264
2026-03-03,家電數位,AHEAD 4+1埠 帶線快充車充 (支援PD)  4孔車充+1充電伸縮線  黑色  M1,249,https://www.tw.coupang.com/products/AHEAD-4%2B1%E5%9F%A0-%E5%B8%B6%E7%B7%9A%E5%BF%AB%E5%85%85%E8%BB%8A%E5%85%85-%28%E6%94%AF%E6%8F%B4PD%29-603491210674196
2026-03-03,家電數位,SAMPO 聲寶 厚片防燙烤麵包機  TR-MC75C,288,https://www.tw.coupang.com/products/SAMPO-%E8%81%B2%E5%AF%B6-%E5%8E%9A%E7%89%87%E9%98%B2%E7%87%99%E7%83%A4%E9%BA%B5%E5%8C%85%E6%A9%9F-455172622893063
2026-03-03,家電數位,Kinyo 電子遙控直立循環電風扇 附遙控器 原廠保固  ACF-1138,790,https://www.tw.coupang.com/products/Kinyo-%E9%9B%BB%E5%AD%90%E9%81%99%E6%8E%A7%E7%9B%B4%E7%AB%8B%E5%BE%AA%E7%92%B0%E9%9B%BB%E9%A2%A8%E6%89%87-%E9%99%84%E9%81%99%E6%8E%A7%E5%99%A8-%E5%8E%9F%E5%BB%A0%E4%BF%9D%E5%9B%BA-535236727193600
2026-03-03,家電數位,木紋香氛機 300ml 水氧機 七彩LED燈光 可換式棉棒  003  淺木紋,63,https://www.tw.coupang.com/products/%E6%9C%A8%E7%B4%8B%E9%A6%99%E6%B0%9B%E6%A9%9F-300ml-%E6%B0%B4%E6%B0%A7%E6%A9%9F-%E4%B8%83%E5%BD%A9LED%E7%87%88%E5%85%89-%E5%8F%AF%E6%8F%9B%E5%BC%8F%E6%A3%89%E6%A3%92-478809438502918
2026-03-03,家電數位,Panasonic 微電腦式微波爐 25L  NN-ST34NB,75,https://www.tw.coupang.com/products/Panasonic-%E5%BE%AE%E9%9B%BB%E8%85%A6%E5%BC%8F%E5%BE%AE%E6%B3%A2%E7%88%90-25L-450914653552643
2026-03-03,家電數位,Raid 雷達 超智慧薄型液體電蚊香器 植物清新套裝 三段定時 三段強弱調整 含Etoc配方 有效除蚊  41ml  1組,79,https://www.tw.coupang.com/products/Raid-%E9%9B%B7%E9%81%94-%E8%B6%85%E6%99%BA%E6%85%A7%E8%96%84%E5%9E%8B%E6%B6%B2%E9%AB%94%E9%9B%BB%E8%9A%8A%E9%A6%99%E5%99%A8-%E6%A4%8D%E7%89%A9%E6%B8%85%E6%96%B0%E5%A5%97%E8%A3%9D-%E4%B8%89%E6%AE%B5%E5%AE%9A%E6%99%82-%E4%B8%89%E6%AE%B5%E5%BC%B7%E5%BC%B1%E8%AA%BF%E6%95%B4-%E5%90%ABEtoc%E9%85%8D%E6%96%B9-%E6%9C%89%E6%95%88%E9%99%A4%E8%9A%8A-261383383924750
2026-03-03,家電數位,PHILIPS 飛利浦 LED護眼檯燈 品慧II #66137 10.6W  白色,797,https://www.tw.coupang.com/products/PHILIPS-%E9%A3%9B%E5%88%A9%E6%B5%A6-LED%E8%AD%B7%E7%9C%BC%E6%AA%AF%E7%87%88-%E5%93%81%E6%85%A7II-%2366137-10.6W-455173285576708
2026-03-03,家電數位,AIVK C2 車用充電器 車充 汽車車充 伸縮線 雙線快充 數顯 點煙器usb  快充【伸縮線蘋果+typec】  120W,235,https://www.tw.coupang.com/products/AIVK-C2-%E8%BB%8A%E7%94%A8%E5%85%85%E9%9B%BB%E5%99%A8-%E8%BB%8A%E5%85%85-%E6%B1%BD%E8%BB%8A%E8%BB%8A%E5%85%85-%E4%BC%B8%E7%B8%AE%E7%B7%9A-%E9%9B%99%E7%B7%9A%E5%BF%AB%E5%85%85-%E6%95%B8%E9%A1%AF-%E9%BB%9E%E7%85%99%E5%99%A8usb-628846730444829
2026-03-03,家電數位,FANCY LIFE 360度軟鋁磁吸車用手機架  黑色  1個,79,https://www.tw.coupang.com/products/FANCY-LIFE-360%E5%BA%A6%E8%BB%9F%E9%8B%81%E7%A3%81%E5%90%B8%E8%BB%8A%E7%94%A8%E6%89%8B%E6%A9%9F%E6%9E%B6-475555363225603
2026-03-03,家電數位,KINYO 時尚造型耳機  EMP50W  白色  1個,54,https://www.tw.coupang.com/products/KINYO-%E6%99%82%E5%B0%9A%E9%80%A0%E5%9E%8B%E8%80%B3%E6%A9%9F-493651691995143
2026-03-03,家電數位,通用型電動牙刷補充刷頭 包裹型 適用歐樂B  Oral-B-YE-60A  4支,51,https://www.tw.coupang.com/products/%E9%80%9A%E7%94%A8%E5%9E%8B%E9%9B%BB%E5%8B%95%E7%89%99%E5%88%B7%E8%A3%9C%E5%85%85%E5%88%B7%E9%A0%AD-%E5%8C%85%E8%A3%B9%E5%9E%8B-%E9%81%A9%E7%94%A8%E6%AD%90%E6%A8%82B-527270322094088
2026-03-03,家電數位,HERAN 禾聯 14吋AC機械式立扇  HAF-14AH53A,689,https://www.tw.coupang.com/products/HERAN-%E7%A6%BE%E8%81%AF-14%E5%90%8BAC%E6%A9%9F%E6%A2%B0%E5%BC%8F%E7%AB%8B%E6%89%87-598364726984707
2026-03-03,家電數位,電動牙刷刷頭 亮白型 適用歐樂B機種  YE-18A  4支,51,https://www.tw.coupang.com/products/%E9%9B%BB%E5%8B%95%E7%89%99%E5%88%B7%E5%88%B7%E9%A0%AD-%E4%BA%AE%E7%99%BD%E5%9E%8B-%E9%81%A9%E7%94%A8%E6%AD%90%E6%A8%82B%E6%A9%9F%E7%A8%AE-527286734405632
2026-03-03,家電數位,MAX STAR 太星電工 好視力 LED國民護眼檯燈 5W  時尚白,155,https://www.tw.coupang.com/products/MAX-STAR-%E5%A4%AA%E6%98%9F%E9%9B%BB%E5%B7%A5-%E5%A5%BD%E8%A6%96%E5%8A%9B-LED%E5%9C%8B%E6%B0%91%E8%AD%B7%E7%9C%BC%E6%AA%AF%E7%87%88-5W-157377391181825
2026-03-03,家電數位,Logitech 羅技 BOLT USB 無線接收器  1個  Black,75,https://www.tw.coupang.com/products/Logitech-%E7%BE%85%E6%8A%80-BOLT-USB-%E7%84%A1%E7%B7%9A%E6%8E%A5%E6%94%B6%E5%99%A8-465354262282249
