紀錄時間,分類,商品名稱,價格,商品網址
2026-03-03,手機,UGREEN 綠聯 65W GaN充電器 快充版 3C1A 厚32.2 x 65 x 65mm 172g  黑色  1個,799,https://www.tw.coupang.com/products/UGREEN-%E7%B6%A0%E8%81%AF-65W-GaN%E5%85%85%E9%9B%BB%E5%99%A8-%E5%BF%AB%E5%85%85%E7%89%88-3C1A-%E5%8E%9A32.2-x-65-x-65mm-172g-494699290804234
2026-03-03,手機,mimax 米覓 三合一無線磁吸充電器  白色  1個,660,https://www.tw.coupang.com/products/mimax-%E7%B1%B3%E8%A6%93-%E4%B8%89%E5%90%88%E4%B8%80%E7%84%A1%E7%B7%9A%E7%A3%81%E5%90%B8%E5%85%85%E9%9B%BB%E5%99%A8-494029628145679
2026-03-03,手機,Timo MagSafe磁吸四角防摔手機保護殼 TPU材質 支持無線充電 精準孔位,69,https://www.tw.coupang.com/products/Timo-MagSafe%E7%A3%81%E5%90%B8%E5%9B%9B%E8%A7%92%E9%98%B2%E6%91%94%E6%89%8B%E6%A9%9F%E4%BF%9D%E8%AD%B7%E6%AE%BC-TPU%E6%9D%90%E8%B3%AA-%E6%94%AF%E6%8C%81%E7%84%A1%E7%B7%9A%E5%85%85%E9%9B%BB-%E7%B2%BE%E6%BA%96%E5%AD%94%E4%BD%8D-494018894921739
2026-03-03,手機,RONEVER 輕薄便攜折疊手機支架 57g  銀色  1個,51,https://www.tw.coupang.com/products/RONEVER-%E8%BC%95%E8%96%84%E4%BE%BF%E6%94%9C%E6%8A%98%E7%96%8A%E6%89%8B%E6%A9%9F%E6%94%AF%E6%9E%B6-57g-493932756516872
2026-03-03,手機,魅影 M18自拍棒 分離式藍牙遙控 帶三腳架 鋁合金材質  OTH-AB202  粉色  1支,195,https://www.tw.coupang.com/products/%E9%AD%85%E5%BD%B1-M18%E8%87%AA%E6%8B%8D%E6%A3%92-%E5%88%86%E9%9B%A2%E5%BC%8F%E8%97%8D%E7%89%99%E9%81%99%E6%8E%A7-%E5%B8%B6%E4%B8%89%E8%85%B3%E6%9E%B6-%E9%8B%81%E5%90%88%E9%87%91%E6%9D%90%E8%B3%AA-488591830466572
2026-03-03,手機,SAMSUNG 三星 AR 螢幕保護貼 液晶保護膜 2片組  1套,160,https://www.tw.coupang.com/products/SAMSUNG-%E4%B8%89%E6%98%9F-AR-%E8%9E%A2%E5%B9%95%E4%BF%9D%E8%AD%B7%E8%B2%BC-%E6%B6%B2%E6%99%B6%E4%BF%9D%E8%AD%B7%E8%86%9C-2%E7%89%87%E7%B5%84-21008565947837
2026-03-03,手機,araree Duple M 支架抗變色 MagSafe 防撞手機殼,247,https://www.tw.coupang.com/products/araree-Duple-M-%E6%94%AF%E6%9E%B6%E6%8A%97%E8%AE%8A%E8%89%B2-MagSafe-%E9%98%B2%E6%92%9E%E6%89%8B%E6%A9%9F%E6%AE%BC-21008333434680
2026-03-03,手機,Kinyo 晶片讀卡機 63 x 17 x 78mm 線長1.6m  KCR-6156  白色  1個,106,https://www.tw.coupang.com/products/Kinyo-%E6%99%B6%E7%89%87%E8%AE%80%E5%8D%A1%E6%A9%9F-63-x-17-x-78mm-%E7%B7%9A%E9%95%B71.6m-463113937682438
2026-03-03,手機,Timo iPhone 13 mini 四角防摔矽膠手機保護殼,59,https://www.tw.coupang.com/products/Timo-iPhone-13-mini-%E5%9B%9B%E8%A7%92%E9%98%B2%E6%91%94%E7%9F%BD%E8%86%A0%E6%89%8B%E6%A9%9F%E4%BF%9D%E8%AD%B7%E6%AE%BC-494018899116038
2026-03-03,手機,Baseus 倍思 鎢金系列 磁吸快充數據線 Type-C to Type-C 100W閃充  1m  黑色  1條,102,https://www.tw.coupang.com/products/Baseus-%E5%80%8D%E6%80%9D-%E9%8E%A2%E9%87%91%E7%B3%BB%E5%88%97-%E7%A3%81%E5%90%B8%E5%BF%AB%E5%85%85%E6%95%B8%E6%93%9A%E7%B7%9A-Type-C-to-Type-C-100W%E9%96%83%E5%85%85-492156728868866
2026-03-03,手機,Kinyo 重力式冷氣出風口車架  黑色  1個,67,https://www.tw.coupang.com/products/Kinyo-%E9%87%8D%E5%8A%9B%E5%BC%8F%E5%86%B7%E6%B0%A3%E5%87%BA%E9%A2%A8%E5%8F%A3%E8%BB%8A%E6%9E%B6-463834443661320
2026-03-03,手機,illyeon C型 OTG 3合1多功能讀卡機 USB 3.0 TF Micro SD卡傳輸線  白色  1個  單一商品,36,https://www.tw.coupang.com/products/illyeon-C%E5%9E%8B-OTG-3%E5%90%881%E5%A4%9A%E5%8A%9F%E8%83%BD%E8%AE%80%E5%8D%A1%E6%A9%9F-USB-3.0-TF-Micro-SD%E5%8D%A1%E5%82%B3%E8%BC%B8%E7%B7%9A-21009124547811
2026-03-03,手機,Kinyo 20W 多合1雙插座萬國轉接頭 MPP3520W  1個  白色,328,https://www.tw.coupang.com/products/Kinyo-20W-%E5%A4%9A%E5%90%881%E9%9B%99%E6%8F%92%E5%BA%A7%E8%90%AC%E5%9C%8B%E8%BD%89%E6%8E%A5%E9%A0%AD-MPP3520W-584594671763458
2026-03-03,手機,Kinyo 雙USB孔車用充電座 30 x 30 x 65mm 18g  CU-8070  黑色  1個,34,https://www.tw.coupang.com/products/Kinyo-%E9%9B%99USB%E5%AD%94%E8%BB%8A%E7%94%A8%E5%85%85%E9%9B%BB%E5%BA%A7-30-x-30-x-65mm-18g-464275046891527
2026-03-03,手機,Kinyo 40W 氮化鎵雙孔充電組 APDCB140DB  藍色  1個,255,https://www.tw.coupang.com/products/Kinyo-40W-%E6%B0%AE%E5%8C%96%E9%8E%B5%E9%9B%99%E5%AD%94%E5%85%85%E9%9B%BB%E7%B5%84-APDCB140DB-578372111417344
2026-03-03,手機,Baseus 倍思 優勝系列 Micro快充數據線 2A  2m  白色  1個,69,https://www.tw.coupang.com/products/Baseus-%E5%80%8D%E6%80%9D-%E5%84%AA%E5%8B%9D%E7%B3%BB%E5%88%97-Micro%E5%BF%AB%E5%85%85%E6%95%B8%E6%93%9A%E7%B7%9A-2A-486347366170633
2026-03-03,手機,Kinyo USB車用充電器 35 x 35 x 57mm  CU-50  白色,31,https://www.tw.coupang.com/products/Kinyo-USB%E8%BB%8A%E7%94%A8%E5%85%85%E9%9B%BB%E5%99%A8-35-x-35-x-57mm-464275046858767
2026-03-03,手機,小米 20W 快速充電器 Type-C版 智慧兼容 高安全性 小巧便攜 國際旅行  白色  1個,78,https://www.tw.coupang.com/products/%E5%B0%8F%E7%B1%B3-20W-%E5%BF%AB%E9%80%9F%E5%85%85%E9%9B%BB%E5%99%A8-Type-C%E7%89%88-%E6%99%BA%E6%85%A7%E5%85%BC%E5%AE%B9-%E9%AB%98%E5%AE%89%E5%85%A8%E6%80%A7-%E5%B0%8F%E5%B7%A7%E4%BE%BF%E6%94%9C-%E5%9C%8B%E9%9A%9B%E6%97%85%E8%A1%8C-464223301779463
2026-03-03,手機,AIC eSIM卡 安卓手機eSIM功能 網卡 上網 網路 全球網路方案無限制  藍色  1個,269,https://www.tw.coupang.com/products/AIC-eSIM%E5%8D%A1-%E5%AE%89%E5%8D%93%E6%89%8B%E6%A9%9FeSIM%E5%8A%9F%E8%83%BD-%E7%B6%B2%E5%8D%A1-%E4%B8%8A%E7%B6%B2-%E7%B6%B2%E8%B7%AF-%E5%85%A8%E7%90%83%E7%B6%B2%E8%B7%AF%E6%96%B9%E6%A1%88%E7%84%A1%E9%99%90%E5%88%B6-623746838462478
